id,lastLevel,totalSessions,dailySessions,totalAge,winRate,target
70309,9,3,3,0,1.0,0.2218
70310,17,17,5,7,1.0,0.2336
70311,63,20,2,29,0.8899,0.2352
70312,16,6,3,1,1.0,0.2239
70313,3,1,1,0,1.0,0.0
70314,16,3,1,10,0.9583,0.2219
70315,1,1,1,0,1.0,0.0
70316,3,1,1,0,1.0,0.0
70317,1176,57,1,140,1.0,0.5091
70318,86,32,4,24,0.9286,0.244
70319,23,6,2,17,0.9583,0.2317
70320,46,13,3,50,0.9048,0.2601
70321,5,3,3,0,1.0,0.0
70322,168,871,8,151,0.6169,0.3727
70323,38,22,4,30,0.7729,0.0
70324,12,2,2,0,1.0,0.0
70325,55,36,6,4,0.9145,0.0
70326,3,1,1,0,1.0,0.0
70327,7,2,2,0,1.0,0.0
70328,52,14,2,24,1.0,0.2522
70329,18,6,3,0,1.0,0.223
70330,4,1,1,0,0.8,0.0
70331,34,15,1,25,1.0,0.25
70332,6,13,2,5,0.8889,0.0
70333,348,132,2,114,0.5903,0.3009
70334,5,2,1,13,1.0,0.233
70335,32,8,4,1,0.8578,0.0
70336,23,4,2,1,0.8125,0.0
70337,98,8,2,4,0.9412,0.2227
70338,27,12,3,5,1.0,0.2298
70339,18,6,2,8,0.9722,0.2244
70340,2,2,2,0,1.0,0.0
70341,1,1,1,0,1.0,0.0
70342,129,32,4,26,0.5875,0.0
70343,20,11,3,7,0.8646,0.0
70344,1,3,1,0,1.0,0.0
70345,66,36,6,5,0.8677,0.0
70346,9,4,1,2,1.0,0.2216
70347,5,1,1,0,1.0,0.0
70348,148,51,2,42,0.736,0.2272
70349,163,116,4,36,0.6205,0.0
70350,26,9,1,29,0.8056,0.0
70351,1,3,1,136,0.5,0.2569
70352,190,9,9,0,0.0,0.0
70353,207,305,6,46,0.4945,0.0
70354,3,4,1,25,0.75,0.0
70355,47,25,5,55,0.7125,0.2268
70356,3,2,1,91,0.75,0.2628
70357,22,6,1,15,1.0,0.2373
70358,23,5,1,3,1.0,0.2243
70359,17,2,1,1,1.0,0.0
70360,57,26,3,121,0.9357,0.3459
70361,1,5,2,0,1.0,0.0
70362,3,1,1,0,0.75,0.0
70363,519,13,1,7,0.7778,0.2379
70364,5,1,1,0,1.0,0.0
70365,18,4,2,5,0.9091,0.0
70366,5,3,3,0,1.0,0.0
70367,4,16,8,0,0.875,0.0
70368,254,3,1,48,0.0,0.0
70369,39,15,3,16,0.875,0.0
70370,170,53,3,268,0.8927,0.5106
70371,13,10,1,157,1.0,0.3906
70372,47,11,3,2,0.9277,0.0
70373,1,1,1,0,1.0,0.0
70374,16,4,2,6,1.0,0.228
70375,30,3,3,0,1.0,0.2243
70376,1027,11,3,111,0.9091,0.4406
70377,40,68,5,101,0.7714,0.2911
70378,9,1,1,0,1.0,0.0
70379,23,2,2,0,0.9091,0.0
70380,23,3,3,0,0.9583,0.0
70381,351,477,6,91,0.5065,0.2813
70382,23,7,1,6,0.9097,0.0
70383,4,1,1,0,1.0,0.0
70384,1,7,1,0,1.0,0.0
70385,4,2,2,0,1.0,0.0
70386,23,25,1,62,0.8863,0.2646
70387,24,30,5,8,0.9493,0.2251
70388,4,2,2,0,1.0,0.0
70389,45,38,3,210,0.675,0.3849
70390,42,48,4,13,0.65,0.0
70391,296,180,4,154,0.8589,0.402
70392,28,27,1,155,0.8753,0.3639
70393,11,14,2,35,1.0,0.2594
70394,10,1,1,0,1.0,0.0
70395,15,3,1,35,0.9375,0.2444
70396,16,1,1,0,1.0,0.0
70397,1,1,1,0,0.5,0.0
70398,43,47,4,20,0.8798,0.2248
70399,65,2,1,1,0.5,0.0
70400,5,3,1,0,1.0,0.0
70401,2,3,1,65,1.0,0.2891
70402,48,20,2,22,0.9109,0.2304
70403,6,10,5,68,0.875,0.2709
70404,9,7,2,2,1.0,0.223
70405,67,19,1,22,0.8711,0.2227
70406,115,90,2,104,0.8735,0.3227
70407,64,32,4,33,0.8788,0.2403
70408,31,10,1,6,0.9003,0.0
70409,130,9,3,6,0.6667,0.0
70410,113,116,8,26,0.5432,0.0
70411,3,13,6,4,0.625,0.0
70412,251,153,21,21,0.4633,0.0
70413,57,19,2,10,0.7697,0.0
70414,23,6,3,1,0.9583,0.0
70415,17,4,2,1,1.0,0.2227
70416,42,35,3,20,0.7894,0.0
70417,158,298,6,58,0.6525,0.2455
70418,613,1,1,0,1.0,0.2891
70419,4,3,1,0,1.0,0.0
70420,23,14,7,5,0.8333,0.0
70421,9,4,4,0,1.0,0.2231
70422,61,30,2,17,0.7303,0.0
70423,48,10,2,72,0.881,0.2777
70424,12,2,2,0,1.0,0.0
70425,16,6,3,1,1.0,0.2239
70426,58,25,1,78,0.9591,0.3019
70427,1,1,1,0,1.0,0.0
70428,38,29,9,2,0.904,0.0
70429,2,1,1,0,1.0,0.0
70430,437,21,1,34,0.6261,0.2251
70431,1,1,1,0,1.0,0.0
70432,6,1,1,0,1.0,0.0
70433,15,19,2,46,0.8324,0.2355
70434,22,3,3,0,1.0,0.2233
70435,1,4,2,0,1.0,0.0
70436,1,1,1,0,1.0,0.0
70437,30,7,3,1,0.9542,0.0
70438,5,5,5,0,1.0,0.224
70439,109,21,2,187,0.0,0.0
70440,22,10,2,11,0.9565,0.2249
70441,8,9,1,8,1.0,0.2283
70442,14,1,1,0,0.9333,0.0
70443,2,1,1,0,1.0,0.0
70444,3,4,2,2,1.0,0.2221
70445,27,8,8,0,0.9383,0.0
70446,19,7,3,1,0.9737,0.0
70447,5,2,1,1,1.0,0.0
70448,23,6,1,32,0.9071,0.2356
70449,18,4,2,1,0.8,0.0
70450,42,15,2,100,0.9,0.3118
70451,1,1,1,0,1.0,0.0
70452,36,36,12,2,0.9537,0.2299
70453,19,8,4,3,1.0,0.2278
70454,1,1,1,0,1.0,0.0
70455,27,5,2,1,0.8827,0.0
70456,7,1,1,0,1.0,0.0
70457,5,1,1,0,1.0,0.0
70458,410,1,1,0,0.5,0.0
70459,2,3,1,1,1.0,0.0
70460,24,2,1,2,0.9792,0.0
70461,66,33,6,4,0.8513,0.0
70462,1,1,1,0,1.0,0.0
70463,10,3,1,0,1.0,0.0
70464,8,5,2,75,0.9062,0.2815
70465,4,2,2,0,0.6667,0.0
70466,13,4,4,0,1.0,0.2236
70467,8,3,1,3,1.0,0.2225
70468,15,4,4,0,0.9375,0.0
70469,12,2,1,4,1.0,0.224
70470,533,349,2,234,0.5333,0.4517
70471,24,10,2,7,0.9257,0.0
70472,24,4,2,1,0.96,0.0
70473,11,3,3,0,1.0,0.2221
70474,7,1,1,0,1.0,0.0
70475,41,4,4,0,0.9722,0.0
70476,22,3,3,0,1.0,0.2233
70477,21,3,1,23,1.0,0.2457
70478,42,39,5,17,0.9109,0.229
70479,1,1,1,0,1.0,0.0
70480,18,25,2,77,0.9157,0.288
70481,2,1,1,0,1.0,0.0
70482,1,1,1,0,1.0,0.0
70483,8,6,2,8,1.0,0.2293
70484,2,7,7,0,1.0,0.2262
70485,43,3,1,2,0.0,0.0
70486,14,3,1,6,1.0,0.2265
70487,28,2,1,23,0.0,0.0
70488,1,4,1,0,1.0,0.0
70489,42,23,3,36,0.8798,0.2396
70490,6,1,1,0,1.0,0.0
70491,19,3,1,3,1.0,0.2238
70492,100,14,4,9,0.8409,0.0
70493,1,1,1,0,1.0,0.0
70494,4,3,3,0,1.0,0.0
70495,23,6,3,34,0.9583,0.2514
70496,14,4,4,0,0.9643,0.0
70497,43,29,2,53,0.8139,0.2428
70498,19,21,10,1,1.0,0.2337
70499,125,324,6,133,0.2908,0.2455
70500,3,3,1,0,1.0,0.0
70501,7,2,2,0,1.0,0.0
70502,1,1,1,0,1.0,0.0
70503,42,8,1,8,0.8643,0.0
70504,3,1,1,0,1.0,0.0
70505,3,2,2,0,1.0,0.0
70506,18,4,2,14,0.8438,0.0
70507,104,112,5,165,0.7494,0.3655
70508,30,2,2,0,1.0,0.223
70509,25,4,2,1,1.0,0.2236
70510,54,27,3,30,0.8819,0.2351
70511,16,3,1,1,0.9688,0.0
70512,85,20,1,98,0.4182,0.0
70513,7,1,1,0,1.0,0.0
70514,24,12,6,4,1.0,0.2321
70515,41,162,6,38,0.6087,0.0
70516,23,84,4,30,0.8069,0.0
70517,32,5,5,0,0.9219,0.0
70518,9,11,11,0,0.7143,0.0
70519,2,1,1,0,1.0,0.0
70520,24,8,1,6,1.0,0.2279
70521,1150,3587,29,130,0.4836,0.6043
70522,27,9,1,31,0.8396,0.0
70523,45,8,2,49,0.8772,0.2514
70524,28,10,3,3,0.7841,0.0
70525,66,123,2,265,0.57,0.4274
70526,51,12,1,31,0.8954,0.2355
70527,3,1,1,0,1.0,0.0
70528,26,10,3,11,1.0,0.2361
70529,1,1,1,0,1.0,0.0
70530,24,6,2,2,0.9493,0.0
70531,200,265,6,57,0.7302,0.2645
70532,929,6,1,5,1.0,0.3313
70533,5,3,3,0,1.0,0.0
70534,24,19,4,4,0.8712,0.0
70535,6,2,2,0,1.0,0.0
70536,4,4,1,0,0.8,0.0
70537,48,11,2,19,0.9226,0.2293
70538,7,3,3,0,1.0,0.2216
70539,6,3,3,0,1.0,0.2215
70540,29,1,1,0,1.0,0.2216
70541,3,29,2,60,0.625,0.0
70542,24,8,8,0,0.9,0.0
70543,1,1,1,0,1.0,0.0
70544,43,4,4,0,0.9884,0.2245
70545,4,12,4,2,0.5,0.0
70546,82,15,3,36,1.0,0.27
70547,9,2,2,0,1.0,0.0
70548,28,6,3,18,0.9405,0.2307
70549,15,6,1,102,0.9,0.3091
70550,568,289,6,69,0.466,0.2636
70551,2,1,1,0,1.0,0.0
70552,4,2,1,262,1.0,0.5032
70553,4,2,1,27,1.0,0.248
70554,1,1,1,0,1.0,0.0
70555,56,8,2,13,0.85,0.0
70556,30,4,1,139,0.9139,0.3539
70557,1,3,3,0,1.0,0.0
70558,2,3,1,3,1.0,0.2218
70559,66,10,2,56,0.98,0.284
70560,26,16,2,30,0.859,0.225
70561,14,3,3,0,1.0,0.2224
70562,22,12,2,128,0.9062,0.3411
70563,12,1,1,0,1.0,0.0
70564,22,7,2,21,1.0,0.2451
70565,50,3,3,0,1.0,0.2266
70566,9,1,1,0,1.0,0.0
70567,53,42,2,82,0.7386,0.2597
70568,41,8,2,8,0.9225,0.0
70569,8,2,1,1,1.0,0.0
70570,1,2,1,48,1.0,0.2705
70571,77,38,3,11,0.868,0.0
70572,16,20,1,104,0.8194,0.2946
70573,66,65,4,27,0.8384,0.227
70574,6,9,3,0,1.0,0.2218
70575,41,3,1,3,0.9756,0.0
70576,22,2,2,0,1.0,0.2221
70577,10,2,2,0,1.0,0.0
70578,14,3,3,0,0.9643,0.0
70579,67,32,2,77,0.8839,0.2871
70580,22,1,1,0,1.0,0.0
70581,8,2,1,1,1.0,0.0
70582,31,14,4,2,0.9839,0.2249
70583,3,1,1,0,1.0,0.0
70584,2,1,1,0,1.0,0.0
70585,7,4,2,4,1.0,0.2248
70586,13,3,3,0,0.9091,0.0
70587,23,8,2,1,0.8846,0.0
70588,3,4,4,0,1.0,0.2224
70589,2,2,1,49,1.0,0.2717
70590,4,1,1,0,1.0,0.0
70591,23,11,5,1,0.9583,0.0
70592,16,17,4,17,0.8542,0.0
70593,25,4,4,0,1.0,0.225
70594,42,24,1,180,0.831,0.3828
70595,22,1,1,0,1.0,0.0
70596,12,6,1,4,0.9231,0.0
70597,1,1,1,0,1.0,0.0
70598,20,11,11,0,0.9833,0.2298
70599,3,4,4,0,0.75,0.0
70600,23,8,2,7,0.9348,0.0
70601,58,13,2,5,0.2917,0.0
70602,9,5,1,3,0.9,0.0
70603,10,3,3,0,1.0,0.222
70604,49,12,3,3,0.922,0.0
70605,23,4,1,3,0.9271,0.0
70606,1,1,1,0,1.0,0.0
70607,38,14,3,121,0.8,0.3135
70608,1,1,1,0,1.0,0.0
70609,28,5,5,0,0.9167,0.0
70610,112,25,5,103,0.0,0.0
70611,66,82,2,215,0.7265,0.4051
70612,120,103,6,59,0.6671,0.235
70613,15,35,2,142,0.932,0.3623
70614,1,1,1,0,1.0,0.0
70615,41,12,4,5,0.9919,0.2309
70616,134,22,2,133,0.4889,0.2689
70617,7,3,3,0,1.0,0.2216
70618,22,7,7,0,1.0,0.2285
70619,34,11,5,1,1.0,0.2287
70620,12,6,2,17,0.9583,0.2305
70621,49,36,2,14,0.8057,0.0
70622,22,7,7,0,1.0,0.2285
70623,18,6,6,0,1.0,0.2268
70624,1,1,1,0,1.0,0.0
70625,64,5,1,1,0.7348,0.0
70626,47,10,1,8,0.9537,0.2227
70627,14,5,1,13,1.0,0.2342
70628,10,4,4,0,1.0,0.2232
70629,23,19,2,3,0.9097,0.0
70630,3,1,1,0,1.0,0.0
70631,22,1,1,0,0.9565,0.0
70632,1,3,1,0,1.0,0.0
70633,309,51,2,197,0.3118,0.3214
70634,10,1,1,0,0.95,0.0
70635,7,4,1,0,1.0,0.0
70636,22,17,1,81,0.7992,0.2657
70637,31,8,2,14,0.9839,0.2351
70638,1002,53,3,20,0.6,0.2736
70639,132,10,2,0,0.0,0.0
70640,340,57,2,182,0.8068,0.4171
70641,51,10,1,13,0.8961,0.0
70642,85,93,7,93,0.8395,0.3063
70643,2,1,1,0,1.0,0.0
70644,728,448,4,190,0.8667,0.5069
70645,13,2,2,0,1.0,0.0
70646,6,1,1,0,1.0,0.0
70647,108,88,2,134,0.7176,0.3204
70648,5,7,2,10,1.0,0.2312
70649,143,418,14,32,0.7672,0.2569
70650,118,89,3,70,0.6345,0.2352
70651,32,4,1,2,0.9865,0.0
70652,2,2,2,0,1.0,0.0
70653,63,95,2,165,0.8945,0.3878
70654,3,2,1,1,1.0,0.0
70655,74,34,1,45,0.8338,0.2411
70656,2,1,1,0,1.0,0.0
70657,203,14,1,57,0.3194,0.0
70658,11,4,2,200,1.0,0.438
70659,7,17,17,0,1.0,0.2397
70660,2,1,1,0,1.0,0.0
70661,30,2,2,0,1.0,0.223
70662,8,4,4,0,1.0,0.223
70663,1,1,1,0,1.0,0.0
70664,34,4,2,1,0.9143,0.0
70665,8,1,1,0,1.0,0.0
70666,3,2,1,4,1.0,0.223
70667,10,3,1,1,1.0,0.0
70668,298,51,10,8,0.4922,0.0
70669,20,1,1,0,1.0,0.0
70670,14,4,1,48,1.0,0.2721
70671,2,1,1,0,1.0,0.0
70672,15,3,3,0,0.9643,0.0
70673,2,2,1,1,1.0,0.0
70674,1,1,1,0,1.0,0.0
70675,99,45,4,10,0.8563,0.0
70676,10,2,2,0,1.0,0.0
70677,19,14,2,24,1.0,0.2484
70678,1,1,1,0,1.0,0.0
70679,66,72,2,42,0.7937,0.2314
70680,2112,3184,9,333,0.7258,0.9426
70681,45,4,2,1,0.7,0.0
70682,9,1,1,0,1.0,0.0
70683,163,194,2,286,0.8398,0.524
70684,3,1,1,0,1.0,0.0
70685,3,2,2,0,1.0,0.0
70686,9,2,2,0,1.0,0.0
70687,28,9,4,11,0.9545,0.2276
70688,131,33,1,69,0.4396,0.0
70689,39,7,2,12,0.9231,0.0
70690,4,2,2,0,1.0,0.0
70691,14,1,1,0,1.0,0.0
70692,15,1,1,0,1.0,0.0
70693,8,2,2,0,1.0,0.0
70694,4,2,1,0,1.0,0.0
70695,233,12,2,3,0.3208,0.0
70696,1,1,1,0,1.0,0.0
70697,1,1,1,0,1.0,0.0
70698,1,1,1,0,1.0,0.0
70699,49,15,7,2,0.8235,0.0
70700,32,25,2,81,0.8165,0.2723
70701,22,11,1,14,0.8981,0.0
70702,1,1,1,0,1.0,0.0
70703,15,16,2,13,0.9062,0.0
70704,27,1,1,0,0.5,0.0
70705,6,1,1,0,1.0,0.0
70706,100,108,3,89,0.6852,0.2658
70707,23,9,2,17,0.9583,0.2319
70708,7,1,1,0,1.0,0.0
70709,16,4,4,0,1.0,0.2239
70710,3,4,2,0,1.0,0.0
70711,95,58,3,33,0.7686,0.0
70712,129,56,4,22,0.7854,0.0
70713,2,2,1,96,1.0,0.3227
70714,6,3,1,30,1.0,0.2516
70715,1,4,1,0,1.0,0.0
70716,41,14,2,91,0.9722,0.3176
70717,6,3,3,0,0.9167,0.0
70718,153,34,4,87,0.6533,0.2601
70719,4,1,1,0,1.0,0.0
70720,276,15,7,1,0.3542,0.0
70721,1,1,1,0,1.0,0.0
70722,6,3,1,2,1.0,0.0
70723,8,4,1,69,1.0,0.2942
70724,48,28,4,50,0.8924,0.2597
70725,200,129,2,106,0.6253,0.2826
70726,3,2,1,1,1.0,0.0
70727,26,2,2,0,0.8726,0.0
70728,26,19,6,2,0.8951,0.0
70729,45,6,2,12,0.9286,0.2224
70730,11,2,2,0,1.0,0.0
70731,524,312,4,104,0.3486,0.2697
70732,62,16,2,39,0.981,0.2656
70733,280,211,3,99,0.5827,0.2806
70734,43,14,2,23,0.7444,0.0
70735,22,16,5,4,0.8939,0.0
70736,3,4,4,0,1.0,0.2224
70737,34,14,3,3,0.9804,0.2243
70738,41,9,9,0,0.9837,0.2297
70739,9,3,3,0,1.0,0.2218
70740,3,5,2,2,1.0,0.2222
70741,1,2,2,0,1.0,0.0
70742,60,90,22,55,0.9222,0.2986
70743,2,2,1,2,1.0,0.0
70744,2,1,1,0,1.0,0.0
70745,2,1,1,0,1.0,0.0
70746,144,58,3,36,0.7469,0.2242
70747,49,26,1,35,0.8423,0.2288
70748,6,5,2,1,1.0,0.2214
70749,616,270,6,212,0.7432,0.4839
70750,4,5,1,13,1.0,0.233
70751,32,4,2,9,0.9221,0.0
70752,7,4,4,0,1.0,0.2229
70753,31,31,2,50,0.9219,0.2619
70754,13,1,1,0,0.8452,0.0
70755,48,21,3,7,0.876,0.0
70756,45,12,3,3,0.8906,0.0
70757,11,3,1,1,1.0,0.0
70758,107,1,1,48,0.0,0.0
70759,3,3,1,55,1.0,0.2784
70760,7,5,5,0,0.9375,0.0
70761,1445,515,8,72,0.7702,0.4491
70762,25,4,1,3,0.9233,0.0
70763,20,15,2,101,0.8947,0.3092
70764,635,10,1,34,0.8333,0.2926
70765,2,1,1,0,1.0,0.0
70766,350,3,1,62,0.1667,0.0
70767,198,272,3,100,0.5417,0.2665
70768,1,1,1,0,1.0,0.0
70769,3,2,1,0,1.0,0.0
70770,396,14,2,46,0.2857,0.0
70771,6,3,1,1,0.7619,0.0
70772,1,1,1,0,0.5,0.0
70773,23,10,2,8,0.8958,0.0
70774,12,10,5,15,1.0,0.2413
70775,23,18,2,7,0.9213,0.0
70776,9,7,3,4,1.0,0.2264
70777,14,10,2,103,1.0,0.3334
70778,46,17,4,5,0.9239,0.0
70779,2,1,1,0,0.6667,0.0
70780,22,3,1,1,0.913,0.0
70781,2,3,3,0,1.0,0.0
70782,306,22,2,77,0.2933,0.0
70783,8,1,1,0,1.0,0.0
70784,3,2,2,0,1.0,0.0
70785,25,3,1,2,0.95,0.0
70786,25,9,4,70,0.9,0.2794
70787,23,5,1,3,0.9167,0.0
70788,896,802,10,174,1.0,0.5643
70789,18,1,1,0,1.0,0.0
70790,2,2,2,0,1.0,0.0
70791,22,4,1,9,0.9773,0.2257
70792,1,4,4,0,1.0,0.2222
70793,2144,1160,11,160,0.9167,0.6954
70794,23,30,4,24,0.9444,0.2401
70795,28,9,4,1,0.9483,0.0
70796,2690,1893,6,350,0.7761,0.9667
70797,76,55,11,11,0.9521,0.2437
70798,8,6,6,0,1.0,0.2256
70799,4,2,2,0,1.0,0.0
70800,29,5,1,14,0.9643,0.2292
70801,20,3,1,17,1.0,0.2391
70802,13,4,4,0,1.0,0.2236
70803,38,6,3,15,0.8889,0.0
70804,3,1,1,0,1.0,0.0
70805,8,3,3,0,1.0,0.2217
70806,6,1,1,0,1.0,0.0
70807,6,1,1,0,1.0,0.0
70808,7,1,1,0,1.0,0.0
70809,451,202,5,37,0.5361,0.2248
70810,22,3,3,0,1.0,0.2233
70811,478,115,3,35,0.8974,0.2976
70812,18,5,2,130,0.7917,0.3174
70813,23,6,3,1,1.0,0.2247
70814,51,10,2,103,1.0,0.3376
70815,3,4,4,0,1.0,0.2224
70816,8,2,2,0,1.0,0.0
70817,2,3,3,0,1.0,0.0
70818,113,80,4,38,0.8382,0.2451
70819,100,13,1,22,0.9194,0.2367
70820,14,5,1,47,1.0,0.2711
70821,61,13,1,18,0.8886,0.0
70822,263,626,6,116,0.527,0.3106
70823,12,1,1,0,1.0,0.0
70824,8,2,1,3,1.0,0.2225
70825,23,11,1,32,0.796,0.0
70826,103,71,3,37,0.6713,0.0
70827,27,8,2,35,1.0,0.2609
70828,459,1224,11,123,0.7174,0.4203
70829,119,5,5,0,1.0,0.2371
70830,10,3,1,3,1.0,0.2227
70831,3,2,1,0,1.0,0.0
70832,1,2,2,0,1.0,0.0
70833,26,23,2,144,0.9028,0.3587
70834,12,6,3,1,1.0,0.2234
70835,10,2,2,0,1.0,0.0
70836,14,25,1,201,0.881,0.4133
70837,14,10,2,40,0.881,0.239
70838,2,2,2,0,1.0,0.0
70839,373,41,2,51,0.4258,0.0
70840,12,7,1,28,0.8,0.0
70841,38,6,2,3,0.9744,0.2218
70842,104,108,5,49,0.7283,0.2347
70843,14,3,1,1,1.0,0.0
70844,14,4,4,0,1.0,0.2237
70845,24,19,1,75,0.9286,0.2878
70846,27,12,1,80,1.0,0.3088
70847,55,1,1,0,1.0,0.2246
70848,57,18,3,8,0.9236,0.0
70849,9,8,8,0,1.0,0.2283
70850,7,8,8,0,1.0,0.2281
70851,6,1,1,0,1.0,0.0
70852,321,1,1,0,1.0,0.2553
70853,2,1,1,0,1.0,0.0
70854,110,48,4,12,0.6962,0.0
70855,8,2,2,0,1.0,0.0
70856,6,2,1,1,1.0,0.0
70857,825,17,3,271,1.0,0.6111
70858,12,6,3,20,0.8462,0.0
70859,9,1,1,0,1.0,0.0
70860,3,1,1,0,1.0,0.0
70861,10,1,1,0,1.0,0.0
70862,11,1,1,0,1.0,0.0
70863,310,221,6,104,0.4242,0.2591
70864,1,1,1,0,1.0,0.0
70865,3,1,1,0,1.0,0.0
70866,6,1,1,0,1.0,0.0
70867,31,7,1,4,1.0,0.2265
70868,191,63,3,26,0.5568,0.0
70869,6,3,3,0,1.0,0.2215
70870,7,2,2,0,1.0,0.0
70871,186,60,5,17,0.7753,0.0
70872,2,1,1,0,1.0,0.0
70873,16,6,1,4,1.0,0.2247
70874,4,1,1,0,1.0,0.0
70875,1,1,1,0,1.0,0.0
70876,976,10,1,40,0.625,0.2931
70877,5,6,2,6,0.8,0.0
70878,26,107,9,5,0.8292,0.0
70879,3,1,1,0,1.0,0.0
70880,2,9,4,1,0.6667,0.0
70881,4,3,3,0,1.0,0.0
70882,3,1,1,0,1.0,0.0
70883,479,21,2,59,0.75,0.2853
70884,45,37,2,54,0.8826,0.2596
70885,54,5,1,3,1.0,0.2279
70886,6,2,1,4,1.0,0.2233
70887,14,1,1,0,1.0,0.0
70888,114,46,7,6,0.869,0.0
70889,1,2,1,0,1.0,0.0
70890,26,12,4,2,0.8211,0.0
70891,15,3,3,0,1.0,0.2225
70892,2,1,1,0,1.0,0.0
70893,17,22,3,23,1.0,0.2487
70894,83,25,4,3,0.8505,0.0
70895,10,3,3,0,1.0,0.222
70896,38,4,2,0,1.0,0.224
70897,42,6,3,1,0.9651,0.0
70898,4,7,7,0,1.0,0.2264
70899,4,5,5,0,0.875,0.0
70900,48,13,4,2,0.9792,0.2257
70901,5,2,1,2,1.0,0.0
70902,2,3,1,0,1.0,0.0
70903,25,28,3,9,0.8404,0.0
70904,41,12,3,1,0.9643,0.0
70905,768,377,10,199,1.0,0.5541
70906,1,2,2,0,1.0,0.0
70907,1,4,2,3,1.0,0.223
70908,33,5,5,0,1.0,0.2272
70909,136,119,4,29,0.602,0.0
70910,165,94,3,66,0.6858,0.2478
70911,25,3,1,17,1.0,0.2397
70912,268,384,3,178,0.5495,0.3669
70913,4,1,1,0,1.0,0.0
70914,9,9,9,0,1.0,0.2296
70915,3,1,1,0,1.0,0.0
70916,3,2,1,27,1.0,0.2479
70917,70,12,3,7,0.9259,0.0
70918,6,4,4,0,1.0,0.2228
70919,4,1,1,0,1.0,0.0
70920,6,1,1,0,1.0,0.0
70921,18,8,1,16,0.9211,0.0
70922,10,3,3,0,1.0,0.222
70923,1,1,1,0,1.0,0.0
70924,1,1,1,0,1.0,0.0
70925,3,4,4,0,1.0,0.2224
70926,1,1,1,0,1.0,0.0
70927,28,6,6,0,0.9483,0.0
70928,88,59,2,44,0.8287,0.2431
70929,258,308,6,165,0.537,0.3485
70930,71,41,5,6,0.9531,0.2298
70931,18,20,3,23,1.0,0.2488
70932,35,4,2,1,1.0,0.2247
70933,1,2,2,0,1.0,0.0
70934,17,12,1,75,0.9706,0.2958
70935,35,8,1,51,0.8957,0.2552
70936,2,17,5,0,1.0,0.2243
70937,456,16,1,38,0.3375,0.0
70938,42,1,1,0,0.9167,0.0
70939,29,6,1,14,0.9083,0.0
70940,93,65,5,22,0.7743,0.0
70941,3,1,1,0,1.0,0.0
70942,107,150,6,98,0.6976,0.2851
70943,18,3,3,0,1.0,0.2229
70944,3,8,8,0,1.0,0.2276
70945,23,15,3,4,0.9275,0.0
70946,2,2,1,3,0.5,0.0
70947,7,9,4,120,1.0,0.3534
70948,19,6,3,1,0.8594,0.0
70949,23,6,2,8,0.9097,0.0
70950,35,16,3,15,0.8638,0.0
70951,1,1,1,0,1.0,0.0
70952,9,4,2,1,1.0,0.2217
70953,24,22,1,203,0.9042,0.4216
70954,41,6,6,0,0.8968,0.0
70955,3,2,1,36,1.0,0.2577
70956,1006,109,3,44,1.0,0.3905
70957,5,9,1,26,1.0,0.2474
70958,10,12,1,95,0.875,0.2958
70959,66,11,2,12,0.8636,0.0
70960,47,7,7,0,0.9688,0.2246
70961,10,2,2,0,1.0,0.0
70962,9,5,5,0,1.0,0.2244
70963,1,1,1,0,1.0,0.0
70964,3,2,2,0,1.0,0.0
70965,4,2,1,4,1.0,0.2231
70966,20,5,5,0,1.0,0.2257
70967,22,115,4,58,0.5135,0.0
70968,178,12,6,8,0.6,0.0
70969,1,1,1,0,1.0,0.0
70970,20,6,3,6,1.0,0.2298
70971,1,2,2,0,1.0,0.0
70972,4,1,1,0,1.0,0.0
70973,5,3,1,5,1.0,0.2243
70974,25,3,1,1,0.98,0.0
70975,8,2,2,0,1.0,0.0
70976,31,5,1,182,0.9597,0.4108
70977,618,806,5,252,0.5445,0.5114
70978,142,86,3,172,0.7932,0.3832
70979,239,81,3,47,0.7685,0.253
70980,2,2,2,0,1.0,0.0
70981,9,2,1,1,1.0,0.0
70982,9,1,1,0,1.0,0.0
70983,2,2,1,0,1.0,0.0
70984,45,29,2,16,0.9124,0.2244
70985,82,36,5,15,0.9062,0.2303
70986,12,6,2,21,1.0,0.2439
70987,24,17,2,41,0.864,0.2379
70988,191,205,4,55,0.7939,0.2695
70989,78,21,2,11,0.8314,0.0
70990,503,186,5,47,0.7006,0.2768
70991,2,1,1,0,1.0,0.0
70992,64,38,3,35,0.9048,0.2473
70993,9,1,1,0,1.0,0.0
70994,14,6,2,2,0.8667,0.0
70995,8,6,6,0,1.0,0.2256
70996,10,3,1,3,1.0,0.2227
70997,9,4,2,2,0.85,0.0
70998,18,15,3,16,0.9167,0.2227
70999,18,11,2,140,0.9259,0.3579
71000,62,12,3,70,0.9091,0.2846
71001,33,6,6,0,0.75,0.0
71002,31,15,3,9,0.9815,0.2307
71003,2,6,3,1,1.0,0.2223
71004,23,35,11,2,0.7569,0.0
71005,23,16,5,23,0.8485,0.0
71006,32,10,3,2,0.9688,0.0
71007,23,7,1,24,0.95,0.2363
71008,193,14,3,50,0.8819,0.2722
71009,47,20,3,6,0.841,0.0
71010,3,1,1,0,1.0,0.0
71011,16,3,1,1,1.0,0.0
71012,23,2,1,84,0.9565,0.3026
