time,value
1533063600,7769.91992
1533067200,7759.839840000001
1533070800,7737.2202099999995
1533074400,7725.069820000001
1533078000,7784.7797900000005
1533081600,7760.740229999999
1533085200,7687.819820000001
1533088800,7587.10986
1533092400,7564.509770000001
1533096000,7583.410159999999
1533099600,7550.259770000001
1533103200,7583.27002
1533106800,7577.77002
1533110400,7660.10986
1533114000,7638.56006
1533117600,7603.2002
1533121200,7574.43994
1533124800,7602.740229999999
1533128400,7635.91992
1533132000,7644.33008
1533135600,7625.91992
1533139200,7614.6298799999995
1533142800,7592.35986
1533146400,7565.18994
1533150000,7578.3999
1533153600,7570.14014
1533157200,7521.490229999999
1533160800,7634.9502
1533164400,7628.27002
1533168000,7678.819820000001
1533171600,7713.319820000001
1533175200,7696.4702099999995
1533178800,7686.64014
1533182400,7655.240229999999
1533186000,7663.7797900000005
1533189600,7673.6499
1533193200,7699.5297900000005
1533196800,7672.290040000001
1533200400,7656.8999
1533204000,7622.410159999999
1533207600,7589.009770000001
1533211200,7574.930179999999
1533214800,7555.22998
1533218400,7563.33008
1533222000,7561.1001
1533225600,7597.93994
1533229200,7584.6201200000005
1533232800,7531.8701200000005
1533236400,7563.66992
1533240000,7581.16992
1533243600,7569.5498
1533247200,7569.459959999999
1533250800,7576.06006
1533254400,7542.490229999999
1533258000,7399.3999
1533261600,7364.6001
1533265200,7367.819820000001
1533268800,7368.56006
1533272400,7367.72998
1533276000,7373.540040000001
1533279600,7401.8999
1533283200,7421.60986
1533286800,7382.930179999999
1533290400,7376.040040000001
1533294000,7374.660159999999
1533297600,7408.22998
1533301200,7442.839840000001
1533304800,7497.819820000001
1533308400,7482.91992
1533312000,7485.77002
1533315600,7537.4502
1533319200,7534.52002
1533322800,7478.7202099999995
1533326400,7410.1499
1533330000,7448.1001
1533333600,7441.290040000001
1533337200,7429.56006
1533340800,7475.08008
1533344400,7475.160159999999
1533348000,7490.89014
1533351600,7481.4702099999995
1533355200,7472.6201200000005
1533358800,7470.089840000001
1533362400,7449.8701200000005
1533366000,7453.9502
1533369600,7484.259770000001
1533373200,7465.25
1533376800,7462.8701200000005
1533380400,7421.7002
1533384000,7407.160159999999
